year,county_name,fips_county,cbsa_20,cbsa_name_20,cbsa_ind_20,cbsa_cnty_stats_20,rural_urban_contnm_13,econ_depndnt_typolgy_15,farmng_depndnt_typolgy_15,minng_depndnt_typolgy_15,mfg_depndnt_typolgy_15,fed_st_govt_depndnt_typolgy_15,recrtn_typolgy_15,nonspclzd_depndnt_typolgy_15,lo_eductn_typolgy_15,lo_emplymt_typolgy_15,prstnt_povty_typolgy_14,prstnt_child_povty_typolgy_15,popn_loss_typolgy_15,retrmnt_destntn_typolgy_15,hpsa_prim_care_23,hpsa_prim_care_22,hpsa_prim_care_21,hpsa_prim_care_20,hpsa_prim_care_19,hpsa_prim_care_18,hpsa_prim_care_17,hpsa_prim_care_16,hpsa_prim_care_15,hpsa_prim_care_10,hpsa_dent_23,hpsa_dent_22,hpsa_dent_21,hpsa_dent_20,hpsa_dent_19,hpsa_dent_18,hpsa_dent_17,hpsa_dent_16,hpsa_dent_15,hpsa_dent_10,hpsa_mentl_hlth_23,hpsa_mentl_hlth_22,hpsa_mentl_hlth_21,hpsa_mentl_hlth_20,hpsa_mentl_hlth_19,hpsa_mentl_hlth_18,hpsa_mentl_hlth_17,hpsa_mentl_hlth_16,hpsa_mentl_hlth_15,hpsa_mentl_hlth_10,phys_nf_prim_care_pc_exc_rsdt_21,phys_nf_prim_care_pc_exc_rsdt_20,phys_nf_prim_care_pc_exc_rsdt_19,phys_nf_prim_care_pc_exc_rsdt_18,phys_nf_prim_care_pc_exc_rsdt_17,phys_nf_prim_care_pc_exc_rsdt_16,phys_nf_prim_care_pc_exc_rsdt_15,phys_nf_prim_care_pc_exc_rsdt_14,phys_nf_prim_care_pc_exc_rsdt_13,phys_nf_prim_care_pc_exc_rsdt_12,phys_nf_prim_care_pc_exc_rsdt_11,phys_nf_prim_care_pc_exc_rsdt_10,md_nf_prim_care_pc_excl_rsdnt_21,md_nf_prim_care_pc_excl_rsdnt_20,md_nf_prim_care_pc_excl_rsdnt_19,md_nf_prim_care_pc_excl_rsdnt_18,md_nf_prim_care_pc_excl_rsdnt_17,md_nf_prim_care_pc_excl_rsdnt_16,md_nf_prim_care_pc_excl_rsdnt_15,md_nf_prim_care_pc_excl_rsdnt_14,md_nf_prim_care_pc_excl_rsdnt_13,md_nf_prim_care_pc_excl_rsdnt_12,md_nf_prim_care_pc_excl_rsdnt_11,md_nf_prim_care_pc_excl_rsdnt_10,do_nf_prim_care_pc_excl_rsdnt_21,do_nf_prim_care_pc_excl_rsdnt_20,do_nf_prim_care_pc_excl_rsdnt_19,do_nf_prim_care_pc_excl_rsdnt_18,do_nf_prim_care_pc_excl_rsdnt_17,do_nf_prim_care_pc_excl_rsdnt_16,do_nf_prim_care_pc_excl_rsdnt_15,do_nf_prim_care_pc_excl_rsdnt_14,do_nf_prim_care_pc_excl_rsdnt_13,do_nf_prim_care_pc_excl_rsdnt_12,do_nf_prim_care_pc_excl_rsdnt_11,do_nf_prim_care_pc_excl_rsdnt_10,md_nf_activ_21,md_nf_activ_20,md_nf_activ_19,md_nf_activ_18,md_nf_activ_17,md_nf_activ_16,md_nf_activ_15,md_nf_activ_14,md_nf_activ_13,md_nf_activ_12,md_nf_activ_11,md_nf_activ_10,md_nf_all_pc_21,md_nf_all_pc_20,md_nf_all_pc_19,md_nf_all_pc_18,md_nf_all_pc_17,md_nf_all_pc_16,md_nf_all_pc_15,md_nf_all_pc_14,md_nf_all_pc_13,md_nf_all_pc_12,md_nf_all_pc_11,md_nf_all_pc_10,md_nf_all_gp_21,md_nf_all_gp_20,md_nf_all_gp_19,md_nf_all_gp_18,md_nf_all_gp_15,md_nf_all_gp_10,md_nf_gp_21,md_nf_gp_20,md_nf_gp_19,md_nf_gp_18,md_nf_gp_15,md_nf_gp_10,md_nf_fammed_gen_21,md_nf_fammed_gen_20,md_nf_fammed_gen_19,md_nf_fammed_gen_18,md_nf_fammed_gen_15,md_nf_fammed_gen_10,md_nf_all_med_spec_21,md_nf_all_med_spec_20,md_nf_all_med_spec_19,md_nf_all_med_spec_18,md_nf_all_med_spec_15,md_nf_all_med_spec_10,md_nf_allergy_21,md_nf_allergy_20,md_nf_allergy_19,md_nf_allergy_18,md_nf_allergy_15,md_nf_allergy_10,md_nf_card_dis_21,md_nf_card_dis_20,md_nf_card_dis_19,md_nf_card_dis_18,md_nf_card_dis_15,md_nf_card_dis_10,md_nf_derm_21,md_nf_derm_20,md_nf_derm_19,md_nf_derm_18,md_nf_derm_15,md_nf_derm_10,md_nf_gastr_21,md_nf_gastr_20,md_nf_gastr_19,md_nf_gastr_18,md_nf_gastr_15,md_nf_gastr_10,md_nf_genintmed_21,md_nf_genintmed_20,md_nf_genintmed_19,md_nf_genintmed_18,md_nf_genintmed_15,md_nf_genintmed_10,md_nf_ped_gen_21,md_nf_ped_gen_20,md_nf_ped_gen_19,md_nf_ped_gen_18,md_nf_ped_gen_15,md_nf_ped_gen_10,md_nf_all_surg_spec_21,md_nf_all_surg_spec_20,md_nf_all_surg_spec_19,md_nf_all_surg_spec_18,md_nf_all_surg_spec_15,md_nf_all_surg_spec_10,md_nf_gen_surg_21,md_nf_gen_surg_20,md_nf_gen_surg_19,md_nf_gen_surg_18,md_nf_gen_surg_15,md_nf_gen_surg_10,md_nf_obgyn_gen_21,md_nf_obgyn_gen_20,md_nf_obgyn_gen_19,md_nf_obgyn_gen_18,md_nf_obgyn_gen_15,md_nf_obgyn_gen_10,md_nf_ophth_21,md_nf_ophth_20,md_nf_ophth_19,md_nf_ophth_18,md_nf_ophth_15,md_nf_ophth_10,md_nf_all_oth_spec_21,md_nf_all_oth_spec_20,md_nf_all_oth_spec_19,md_nf_all_oth_spec_18,md_nf_all_oth_spec_15,md_nf_all_oth_spec_10,md_nf_anesth_21,md_nf_anesth_20,md_nf_anesth_19,md_nf_anesth_18,md_nf_anesth_15,md_nf_anesth_10,md_nf_child_psych_21,md_nf_child_psych_20,md_nf_child_psych_19,md_nf_child_psych_18,md_nf_child_psych_15,md_nf_child_psych_10,md_nf_emerg_med_21,md_nf_emerg_med_20,md_nf_emerg_med_19,md_nf_emerg_med_18,md_nf_emerg_med_15,md_nf_emerg_med_10,md_nf_neuro_21,md_nf_neuro_20,md_nf_neuro_19,md_nf_neuro_18,md_nf_neuro_15,md_nf_neuro_10,md_nf_psych_21,md_nf_psych_20,md_nf_psych_19,md_nf_psych_18,md_nf_psych_15,md_nf_psych_10,do_nf_activ_21,do_nf_activ_20,do_nf_activ_19,do_nf_activ_18,do_nf_activ_17,do_nf_activ_16,do_nf_activ_15,do_nf_activ_14,do_nf_activ_13,do_nf_activ_12,do_nf_activ_11,do_nf_activ_10,do_nf_gp_21,do_nf_gp_20,do_nf_gp_19,do_nf_gp_18,do_nf_gp_15,do_nf_gp_10,do_nf_fammed_gen_21,do_nf_fammed_gen_20,do_nf_fammed_gen_19,do_nf_fammed_gen_18,do_nf_fammed_gen_15,do_nf_fammed_gen_10,do_nf_ped_gen_21,do_nf_ped_gen_20,do_nf_ped_gen_19,do_nf_ped_gen_18,do_nf_ped_gen_15,do_nf_ped_gen_10,do_nf_obgyn_gen_21,do_nf_obgyn_gen_20,do_nf_obgyn_gen_19,do_nf_obgyn_gen_18,do_nf_obgyn_gen_15,do_nf_obgyn_gen_10,do_nf_gen_surg_21,do_nf_gen_surg_20,do_nf_gen_surg_19,do_nf_gen_surg_18,do_nf_gen_surg_15,do_nf_gen_surg_10,do_nf_emerg_med_21,do_nf_emerg_med_20,do_nf_emerg_med_19,do_nf_emerg_med_18,do_nf_emerg_med_15,do_nf_emerg_med_10,do_nf_psych_21,do_nf_psych_20,do_nf_psych_19,do_nf_psych_18,do_nf_psych_15,do_nf_psych_10,do_nf_oth_spec_21,do_nf_oth_spec_20,do_nf_oth_spec_19,do_nf_oth_spec_18,do_nf_oth_spec_15,do_nf_oth_spec_10,pa_npi_22,pa_npi_21,pa_npi_20,pa_npi_19,pa_npi_18,pa_npi_17,pa_npi_16,pa_npi_15,pa_npi_14,pa_npi_13,pa_npi_12,pa_npi_11,pa_npi_10,aprn_npi_22,aprn_npi_21,aprn_npi_20,aprn_npi_19,aprn_npi_18,aprn_npi_17,aprn_npi_16,aprn_npi_15,aprn_npi_14,aprn_npi_13,aprn_npi_12,aprn_npi_11,aprn_npi_10,hosp_21,hosp_20,hosp_19,hosp_18,hosp_15,hosp_10,stgh_21,stgh_20,stgh_19,stgh_18,stgh_15,stgh_10,stngh_21,stngh_20,stngh_19,stngh_18,stngh_15,stngh_10,lth_21,lth_20,lth_19,lth_18,lth_15,lth_10,critcl_access_hosp_21,critcl_access_hosp_20,critcl_access_hosp_19,critcl_access_hosp_18,rural_refrrl_ctr_21,rural_refrrl_ctr_20,rural_refrrl_ctr_19,rural_refrrl_ctr_18,stgh_substnc_use_inpat_care_21,stgh_substnc_use_inpat_care_20,stgh_substnc_use_inpat_care_19,stgh_substnc_use_inpat_care_18,stgh_psych_care_21,stgh_psych_care_20,stgh_psych_care_19,stgh_psych_care_18
2020,Piscataquis,21,NA,,0,,8,3,0,0,1,0,0,0,0,0,0,0,0,1,,NA,NA,2,2,2,2,2,2,1,,NA,NA,2,2,2,2,2,2,1,,NA,,NA,2,2,2,2,2,1,,NA,NA,10,11,15,15,16,17,16,16,16,,NA,NA,9,10,14,14,14,15,13,14,14,,NA,NA,1,1,1,1,2,2,3,2,2,,NA,NA,26,28,28,29,30,30,29,29,28,,NA,NA,25,27,27,28,29,29,28,29,28,,NA,NA,7,10,10,,NA,NA,0,1,3,,NA,NA,7,9,7,,NA,NA,3,5,4,,NA,NA,0,0,0,NA,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,3,4,3,,NA,NA,0,1,1,,NA,NA,9,10,10,,NA,NA,2,4,3,,NA,NA,2,2,2,,NA,NA,1,1,1,,NA,NA,7,4,4,,NA,NA,2,1,1,,NA,NA,1,0,0,,NA,NA,2,2,2,,NA,NA,0,0,0,,NA,NA,2,1,1,,NA,NA,4,4,4,3,5,4,5,5,5,,NA,NA,0,0,0,,NA,NA,1,1,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,2,1,0,,NA,NA,9,8,10,10,10,10,11,11,11,13,,NA,NA,16,15,12,12,15,13,12,13,12,10,,NA,NA,2,2,2,,NA,NA,2,2,2,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,2,,NA,NA,0,,NA,NA,0,,NA,NA,0
2020,Sagadahoc,23,38860,"Portland-South Portland, ME Metro SA",1,Outlying,2,3,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,0,0,0,0,0,0,0,,NA,NA,0,0,0,0,0,0,2,,NA,,NA,0,0,0,0,0,0,,NA,NA,22,23,24,24,24,24,21,24,24,,NA,NA,17,18,20,20,20,20,18,21,22,,NA,NA,5,5,4,4,4,4,3,3,2,,NA,NA,40,41,40,38,39,39,39,37,40,,NA,NA,38,38,36,34,35,35,36,34,38,,NA,NA,7,7,8,,NA,NA,1,1,2,,NA,NA,5,6,6,,NA,NA,20,19,19,,NA,NA,0,0,0,NA,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,1,2,,NA,NA,11,13,14,,NA,NA,4,3,1,,NA,NA,4,6,5,,NA,NA,1,1,0,,NA,NA,0,0,1,,NA,NA,2,2,2,,NA,NA,9,5,7,,NA,NA,5,3,2,,NA,NA,0,0,2,,NA,NA,2,1,0,,NA,NA,0,0,0,,NA,NA,1,1,3,,NA,NA,6,6,5,5,5,5,5,6,4,,NA,NA,0,0,0,,NA,NA,4,3,2,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,6,5,3,4,2,2,2,1,1,1,,NA,NA,18,15,11,10,9,7,7,7,6,5,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,,NA,NA,0
2020,Somerset,25,NA,,0,,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,NA,NA,2,2,2,2,2,2,1,,NA,NA,2,2,2,2,2,2,1,,NA,,NA,2,2,2,2,2,1,,NA,NA,28,31,32,36,29,40,38,28,42,,NA,NA,24,25,27,29,23,30,29,24,32,,NA,NA,4,6,5,7,6,10,9,4,10,,NA,NA,50,51,56,57,49,58,58,51,60,,NA,NA,46,47,52,53,46,54,53,47,55,,NA,NA,16,18,23,,NA,NA,0,0,0,,NA,NA,16,18,22,,NA,NA,14,18,14,,NA,NA,0,0,0,NA,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,2,1,,NA,NA,9,12,11,,NA,NA,3,3,2,,NA,NA,9,10,12,,NA,NA,2,4,4,,NA,NA,1,1,1,,NA,NA,2,0,1,,NA,NA,10,10,8,,NA,NA,4,3,2,,NA,NA,0,0,0,,NA,NA,3,3,2,,NA,NA,0,0,0,,NA,NA,2,1,1,,NA,NA,8,12,10,13,11,16,16,8,14,,NA,NA,1,2,2,,NA,NA,3,5,8,,NA,NA,0,0,0,,NA,NA,1,1,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,1,0,,NA,NA,22,22,21,16,16,17,17,15,17,16,,NA,NA,26,26,20,20,20,18,19,17,15,15,,NA,NA,2,2,2,,NA,NA,2,2,2,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,2,,NA,NA,0,,NA,NA,0,,NA,NA,0
2020,Waldo,27,NA,,0,,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,NA,2,2,2,2,2,2,2,,NA,NA,2,2,2,2,2,2,2,,NA,,NA,2,2,2,2,2,2,,NA,NA,29,29,28,28,28,27,28,28,27,,NA,NA,25,24,25,25,25,25,25,25,24,,NA,NA,4,5,3,3,3,2,3,3,3,,NA,NA,62,60,62,60,65,62,66,70,72,,NA,NA,60,58,60,57,62,58,63,68,68,,NA,NA,19,18,17,,NA,NA,0,0,0,,NA,NA,19,18,17,,NA,NA,11,13,12,,NA,NA,0,0,0,NA,NA,NA,1,1,1,,NA,NA,0,0,0,,NA,NA,0,0,1,,NA,NA,5,5,4,,NA,NA,3,4,4,,NA,NA,10,11,14,,NA,NA,2,3,5,,NA,NA,2,2,3,,NA,NA,1,1,1,,NA,NA,22,18,27,,NA,NA,4,2,4,,NA,NA,1,1,2,,NA,NA,7,7,9,,NA,NA,2,1,1,,NA,NA,3,3,5,,NA,NA,7,9,7,6,6,5,8,9,9,,NA,NA,1,1,1,,NA,NA,3,2,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,0,1,,NA,NA,1,1,1,,NA,NA,1,1,2,,NA,NA,15,16,15,15,15,13,14,13,15,13,,NA,NA,28,25,21,20,18,15,14,16,16,15,,NA,NA,1,1,1,,NA,NA,1,1,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,,NA,NA,0,,NA,NA,0,,NA,NA,0
2020,Washington,29,NA,,0,,7,0,0,0,0,0,0,1,0,1,0,1,1,0,,NA,NA,2,2,2,2,2,2,1,,NA,NA,2,2,2,2,2,2,1,,NA,,NA,2,2,2,2,2,1,,NA,NA,18,21,19,18,18,19,20,22,20,,NA,NA,14,17,15,14,13,14,15,16,14,,NA,NA,4,4,4,4,5,5,5,6,6,,NA,NA,36,37,35,34,33,32,35,41,39,,NA,NA,34,35,33,32,31,30,33,38,37,,NA,NA,10,10,9,,NA,NA,1,1,1,,NA,NA,9,9,8,,NA,NA,8,7,8,,NA,NA,0,0,0,NA,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,2,0,,NA,NA,3,1,5,,NA,NA,1,3,1,,NA,NA,10,8,12,,NA,NA,5,3,5,,NA,NA,2,2,1,,NA,NA,0,0,0,,NA,NA,7,8,9,,NA,NA,2,1,4,,NA,NA,0,0,0,,NA,NA,3,3,1,,NA,NA,0,0,0,,NA,NA,1,1,2,,NA,NA,8,8,7,7,8,9,9,10,8,,NA,NA,2,2,2,,NA,NA,2,3,3,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,1,1,1,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,3,1,1,,NA,NA,10,12,10,12,14,13,15,13,13,10,,NA,NA,37,38,34,33,27,26,24,24,25,27,,NA,NA,2,2,2,,NA,NA,2,2,2,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,2,,NA,NA,0,,NA,NA,0,,NA,NA,0
2020,York,31,38860,"Portland-South Portland, ME Metro SA",1,Central,2,4,0,0,0,1,0,0,0,0,0,0,0,0,,NA,NA,2,2,2,2,2,2,2,,NA,NA,2,2,2,2,2,2,1,,NA,,NA,2,2,2,2,2,2,,NA,NA,154,156,163,160,159,156,156,156,152,,NA,NA,100,105,109,109,110,108,106,104,104,,NA,NA,54,51,54,51,49,48,50,52,48,,NA,NA,259,259,262,264,270,269,266,268,271,,NA,NA,249,249,251,255,260,260,253,255,258,,NA,NA,53,54,56,,NA,NA,0,0,2,,NA,NA,52,53,53,,NA,NA,85,92,85,,NA,NA,1,1,1,NA,NA,NA,7,6,9,,NA,NA,0,0,0,,NA,NA,1,2,3,,NA,NA,42,44,36,,NA,NA,17,20,19,,NA,NA,47,50,58,,NA,NA,14,11,13,,NA,NA,9,13,15,,NA,NA,6,7,7,,NA,NA,70,67,67,,NA,NA,12,15,14,,NA,NA,4,4,2,,NA,NA,17,14,15,,NA,NA,6,7,5,,NA,NA,9,8,9,,NA,NA,109,110,118,119,115,124,113,118,109,,NA,NA,4,5,4,,NA,NA,31,33,33,,NA,NA,9,7,7,,NA,NA,1,1,2,,NA,NA,0,0,0,,NA,NA,9,12,10,,NA,NA,4,5,3,,NA,NA,16,20,15,,NA,NA,70,56,48,44,44,41,39,36,34,32,,NA,NA,142,141,122,117,125,116,110,96,93,85,,NA,NA,2,2,3,,NA,NA,2,2,3,,NA,NA,0,0,0,,NA,NA,0,0,0,,NA,NA,0,,NA,NA,0,,NA,NA,0,,NA,NA,1
2021,Androscoggin,1,30340,"Lewiston-Auburn, ME Metro SA",1,Central,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,92,94,88,91,94,88,91,78,85,93,,NA,67,70,64,65,68,63,67,58,66,75,,NA,25,24,24,26,26,25,24,20,19,18,,NA,245,246,244,245,246,237,239,234,243,259,,NA,214,218,215,219,221,215,216,204,215,227,,NA,38,NA,46,54,,NA,1,NA,0,0,,NA,36,NA,45,54,,NA,84,NA,85,80,,NA,0,NA,1,1,NA,NA,6,NA,6,8,,NA,2,NA,2,2,,NA,8,NA,6,5,,NA,26,NA,27,31,,NA,14,NA,12,5,,NA,51,NA,49,45,,NA,23,NA,21,14,,NA,5,NA,5,7,,NA,4,NA,4,4,,NA,55,NA,55,65,,NA,8,NA,9,7,,NA,1,NA,1,5,,NA,23,NA,18,14,,NA,2,NA,2,6,,NA,3,NA,3,6,,NA,48,48,51,52,51,50,50,47,46,44,,NA,1,NA,1,2,,NA,20,NA,25,20,,NA,3,NA,3,1,,NA,4,NA,3,2,,NA,1,NA,3,0,,NA,3,NA,1,2,,NA,0,NA,0,0,,NA,6,NA,4,5,,NA,100,90,83,79,79,75,71,58,52,45,46,,NA,267,269,254,231,216,198,180,171,145,131,116,,NA,2,NA,2,2,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,,NA,1,NA,,NA,0,NA,,NA,0,NA
2021,Aroostook,3,NA,,0,,7,0,0,0,0,0,0,1,0,0,0,0,1,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,76,74,72,64,64,59,62,62,62,64,,NA,68,66,64,58,57,53,55,53,53,55,,NA,8,8,8,6,7,6,7,9,9,9,,NA,153,152,147,135,135,129,137,143,140,139,,NA,144,145,144,132,133,127,132,133,130,127,,NA,35,NA,29,33,,NA,3,NA,2,2,,NA,32,NA,27,31,,NA,46,NA,44,33,,NA,0,NA,0,0,NA,NA,1,NA,2,2,,NA,1,NA,0,0,,NA,0,NA,0,0,,NA,23,NA,21,18,,NA,13,NA,10,8,,NA,33,NA,34,36,,NA,8,NA,8,13,,NA,11,NA,12,8,,NA,3,NA,5,4,,NA,33,NA,28,29,,NA,7,NA,2,3,,NA,4,NA,2,3,,NA,9,NA,8,7,,NA,1,NA,1,2,,NA,2,NA,2,2,,NA,13,13,13,13,15,14,17,17,15,16,,NA,0,NA,0,0,,NA,6,NA,4,6,,NA,0,NA,1,1,,NA,0,NA,0,1,,NA,0,NA,1,0,,NA,2,NA,3,1,,NA,0,NA,0,0,,NA,3,NA,3,3,,NA,30,29,29,29,28,30,27,28,24,24,25,,NA,109,97,86,79,77,73,69,67,66,66,60,,NA,4,NA,4,4,,NA,4,NA,4,4,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,,NA,0,NA,,NA,0,NA,,NA,1,NA
2021,Cumberland,5,38860,"Portland-South Portland, ME Metro SA",1,Central,2,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,496,492,486,488,471,455,445,443,440,429,,NA,384,377,373,371,359,347,347,349,342,338,,NA,112,115,113,117,112,108,98,94,98,91,,NA,1711,1668,1652,1615,1591,1543,1515,1495,1475,1464,,NA,1578,1546,1528,1489,1470,1431,1395,1342,1317,1303,,NA,188,NA,174,146,,NA,0,NA,0,2,,NA,169,NA,157,136,,NA,606,NA,563,519,,NA,7,NA,7,6,NA,NA,54,NA,47,48,,NA,22,NA,22,15,,NA,20,NA,20,16,,NA,199,NA,206,184,,NA,100,NA,89,101,,NA,314,NA,294,258,,NA,98,NA,86,68,,NA,75,NA,73,64,,NA,20,NA,21,25,,NA,546,NA,520,467,,NA,86,NA,87,84,,NA,30,NA,27,21,,NA,130,NA,121,92,,NA,25,NA,20,22,,NA,109,NA,110,114,,NA,311,313,313,320,310,307,296,284,268,250,,NA,7,NA,8,9,,NA,74,NA,83,66,,NA,13,NA,14,9,,NA,9,NA,7,9,,NA,7,NA,7,7,,NA,19,NA,20,13,,NA,15,NA,12,9,,NA,78,NA,80,49,,NA,324,300,278,261,242,227,208,192,180,170,146,,NA,714,647,613,573,544,502,453,426,423,404,386,,NA,6,NA,6,7,,NA,4,NA,4,5,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,1,NA,,NA,0,NA,,NA,1,NA,,NA,3,NA
2021,Franklin,7,NA,,0,,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,32,32,32,34,34,36,38,34,37,36,,NA,21,21,21,23,23,24,26,24,28,26,,NA,11,11,11,11,11,12,12,10,9,10,,NA,42,43,46,46,47,52,52,48,53,53,,NA,39,40,43,44,44,50,50,46,50,51,,NA,10,NA,14,17,,NA,0,NA,0,0,,NA,10,NA,14,17,,NA,13,NA,13,10,,NA,0,NA,0,0,NA,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,4,NA,3,4,,NA,9,NA,9,5,,NA,8,NA,8,14,,NA,4,NA,3,6,,NA,2,NA,3,4,,NA,1,NA,1,1,,NA,11,NA,12,11,,NA,4,NA,2,3,,NA,1,NA,0,0,,NA,2,NA,4,3,,NA,0,NA,1,0,,NA,1,NA,1,2,,NA,18,18,18,18,19,21,21,20,18,19,,NA,0,NA,0,0,,NA,5,NA,5,6,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,1,NA,1,1,,NA,2,NA,2,2,,NA,14,14,14,14,14,14,14,14,13,13,15,,NA,25,24,22,19,15,15,15,11,15,12,8,,NA,1,NA,1,1,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Hancock,9,NA,,0,,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,2,,NA,,2,2,2,2,2,2,2,,NA,65,78,79,83,78,84,83,80,79,65,,NA,52,62,62,67,61,66,67,65,64,55,,NA,13,16,17,16,17,18,16,15,15,10,,NA,128,142,138,146,133,137,142,138,137,129,,NA,121,133,129,140,128,131,136,131,127,118,,NA,34,NA,42,41,,NA,2,NA,2,4,,NA,32,NA,40,37,,NA,29,NA,37,28,,NA,1,NA,0,0,NA,NA,2,NA,3,0,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,15,NA,20,16,,NA,5,NA,5,3,,NA,26,NA,29,30,,NA,8,NA,9,5,,NA,4,NA,6,9,,NA,5,NA,5,5,,NA,37,NA,24,27,,NA,8,NA,5,2,,NA,2,NA,2,2,,NA,10,NA,3,7,,NA,2,NA,1,3,,NA,4,NA,4,3,,NA,20,26,25,25,25,24,22,19,18,14,,NA,1,NA,1,1,,NA,11,NA,14,9,,NA,0,NA,0,0,,NA,1,NA,2,0,,NA,1,NA,1,0,,NA,1,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,1,2,,NA,37,37,39,38,38,37,36,34,35,36,35,,NA,64,59,64,61,58,60,58,59,55,57,59,,NA,3,NA,3,3,,NA,3,NA,3,3,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Kennebec,11,12300,"Augusta-Waterville, ME Micro SA",2,Central,4,4,0,0,0,1,0,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,147,147,155,148,153,155,151,150,153,135,,NA,109,107,115,114,119,119,115,118,116,101,,NA,38,40,40,34,34,36,36,32,37,34,,NA,316,310,321,319,320,312,311,327,322,306,,NA,288,286,294,294,296,287,287,295,287,272,,NA,99,NA,109,91,,NA,1,NA,1,0,,NA,89,NA,99,86,,NA,82,NA,80,76,,NA,0,NA,0,1,NA,NA,7,NA,7,4,,NA,4,NA,2,1,,NA,7,NA,7,6,,NA,28,NA,30,31,,NA,14,NA,15,11,,NA,43,NA,47,55,,NA,15,NA,15,16,,NA,7,NA,7,9,,NA,5,NA,6,6,,NA,77,NA,74,74,,NA,11,NA,12,11,,NA,3,NA,4,4,,NA,13,NA,9,12,,NA,7,NA,8,3,,NA,13,NA,13,20,,NA,75,81,84,82,80,77,75,70,78,70,,NA,2,NA,3,4,,NA,30,NA,35,34,,NA,2,NA,3,3,,NA,4,NA,3,1,,NA,0,NA,0,0,,NA,5,NA,5,2,,NA,1,NA,1,4,,NA,10,NA,13,8,,NA,126,123,122,113,110,103,97,97,95,88,79,,NA,226,210,196,177,165,154,139,139,127,121,112,,NA,4,NA,4,4,,NA,3,NA,3,3,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,0,NA,,NA,1,NA,,NA,1,NA,,NA,1,NA
