year,county_name,fips_county,cbsa_20,cbsa_name_20,cbsa_ind_20,cbsa_cnty_stats_20,rural_urban_contnm_13,econ_depndnt_typolgy_15,farmng_depndnt_typolgy_15,minng_depndnt_typolgy_15,mfg_depndnt_typolgy_15,fed_st_govt_depndnt_typolgy_15,recrtn_typolgy_15,nonspclzd_depndnt_typolgy_15,lo_eductn_typolgy_15,lo_emplymt_typolgy_15,prstnt_povty_typolgy_14,prstnt_child_povty_typolgy_15,popn_loss_typolgy_15,retrmnt_destntn_typolgy_15,hpsa_prim_care_23,hpsa_prim_care_22,hpsa_prim_care_21,hpsa_prim_care_20,hpsa_prim_care_19,hpsa_prim_care_18,hpsa_prim_care_17,hpsa_prim_care_16,hpsa_prim_care_15,hpsa_prim_care_10,hpsa_dent_23,hpsa_dent_22,hpsa_dent_21,hpsa_dent_20,hpsa_dent_19,hpsa_dent_18,hpsa_dent_17,hpsa_dent_16,hpsa_dent_15,hpsa_dent_10,hpsa_mentl_hlth_23,hpsa_mentl_hlth_22,hpsa_mentl_hlth_21,hpsa_mentl_hlth_20,hpsa_mentl_hlth_19,hpsa_mentl_hlth_18,hpsa_mentl_hlth_17,hpsa_mentl_hlth_16,hpsa_mentl_hlth_15,hpsa_mentl_hlth_10,phys_nf_prim_care_pc_exc_rsdt_21,phys_nf_prim_care_pc_exc_rsdt_20,phys_nf_prim_care_pc_exc_rsdt_19,phys_nf_prim_care_pc_exc_rsdt_18,phys_nf_prim_care_pc_exc_rsdt_17,phys_nf_prim_care_pc_exc_rsdt_16,phys_nf_prim_care_pc_exc_rsdt_15,phys_nf_prim_care_pc_exc_rsdt_14,phys_nf_prim_care_pc_exc_rsdt_13,phys_nf_prim_care_pc_exc_rsdt_12,phys_nf_prim_care_pc_exc_rsdt_11,phys_nf_prim_care_pc_exc_rsdt_10,md_nf_prim_care_pc_excl_rsdnt_21,md_nf_prim_care_pc_excl_rsdnt_20,md_nf_prim_care_pc_excl_rsdnt_19,md_nf_prim_care_pc_excl_rsdnt_18,md_nf_prim_care_pc_excl_rsdnt_17,md_nf_prim_care_pc_excl_rsdnt_16,md_nf_prim_care_pc_excl_rsdnt_15,md_nf_prim_care_pc_excl_rsdnt_14,md_nf_prim_care_pc_excl_rsdnt_13,md_nf_prim_care_pc_excl_rsdnt_12,md_nf_prim_care_pc_excl_rsdnt_11,md_nf_prim_care_pc_excl_rsdnt_10,do_nf_prim_care_pc_excl_rsdnt_21,do_nf_prim_care_pc_excl_rsdnt_20,do_nf_prim_care_pc_excl_rsdnt_19,do_nf_prim_care_pc_excl_rsdnt_18,do_nf_prim_care_pc_excl_rsdnt_17,do_nf_prim_care_pc_excl_rsdnt_16,do_nf_prim_care_pc_excl_rsdnt_15,do_nf_prim_care_pc_excl_rsdnt_14,do_nf_prim_care_pc_excl_rsdnt_13,do_nf_prim_care_pc_excl_rsdnt_12,do_nf_prim_care_pc_excl_rsdnt_11,do_nf_prim_care_pc_excl_rsdnt_10,md_nf_activ_21,md_nf_activ_20,md_nf_activ_19,md_nf_activ_18,md_nf_activ_17,md_nf_activ_16,md_nf_activ_15,md_nf_activ_14,md_nf_activ_13,md_nf_activ_12,md_nf_activ_11,md_nf_activ_10,md_nf_all_pc_21,md_nf_all_pc_20,md_nf_all_pc_19,md_nf_all_pc_18,md_nf_all_pc_17,md_nf_all_pc_16,md_nf_all_pc_15,md_nf_all_pc_14,md_nf_all_pc_13,md_nf_all_pc_12,md_nf_all_pc_11,md_nf_all_pc_10,md_nf_all_gp_21,md_nf_all_gp_20,md_nf_all_gp_19,md_nf_all_gp_18,md_nf_all_gp_15,md_nf_all_gp_10,md_nf_gp_21,md_nf_gp_20,md_nf_gp_19,md_nf_gp_18,md_nf_gp_15,md_nf_gp_10,md_nf_fammed_gen_21,md_nf_fammed_gen_20,md_nf_fammed_gen_19,md_nf_fammed_gen_18,md_nf_fammed_gen_15,md_nf_fammed_gen_10,md_nf_all_med_spec_21,md_nf_all_med_spec_20,md_nf_all_med_spec_19,md_nf_all_med_spec_18,md_nf_all_med_spec_15,md_nf_all_med_spec_10,md_nf_allergy_21,md_nf_allergy_20,md_nf_allergy_19,md_nf_allergy_18,md_nf_allergy_15,md_nf_allergy_10,md_nf_card_dis_21,md_nf_card_dis_20,md_nf_card_dis_19,md_nf_card_dis_18,md_nf_card_dis_15,md_nf_card_dis_10,md_nf_derm_21,md_nf_derm_20,md_nf_derm_19,md_nf_derm_18,md_nf_derm_15,md_nf_derm_10,md_nf_gastr_21,md_nf_gastr_20,md_nf_gastr_19,md_nf_gastr_18,md_nf_gastr_15,md_nf_gastr_10,md_nf_genintmed_21,md_nf_genintmed_20,md_nf_genintmed_19,md_nf_genintmed_18,md_nf_genintmed_15,md_nf_genintmed_10,md_nf_ped_gen_21,md_nf_ped_gen_20,md_nf_ped_gen_19,md_nf_ped_gen_18,md_nf_ped_gen_15,md_nf_ped_gen_10,md_nf_all_surg_spec_21,md_nf_all_surg_spec_20,md_nf_all_surg_spec_19,md_nf_all_surg_spec_18,md_nf_all_surg_spec_15,md_nf_all_surg_spec_10,md_nf_gen_surg_21,md_nf_gen_surg_20,md_nf_gen_surg_19,md_nf_gen_surg_18,md_nf_gen_surg_15,md_nf_gen_surg_10,md_nf_obgyn_gen_21,md_nf_obgyn_gen_20,md_nf_obgyn_gen_19,md_nf_obgyn_gen_18,md_nf_obgyn_gen_15,md_nf_obgyn_gen_10,md_nf_ophth_21,md_nf_ophth_20,md_nf_ophth_19,md_nf_ophth_18,md_nf_ophth_15,md_nf_ophth_10,md_nf_all_oth_spec_21,md_nf_all_oth_spec_20,md_nf_all_oth_spec_19,md_nf_all_oth_spec_18,md_nf_all_oth_spec_15,md_nf_all_oth_spec_10,md_nf_anesth_21,md_nf_anesth_20,md_nf_anesth_19,md_nf_anesth_18,md_nf_anesth_15,md_nf_anesth_10,md_nf_child_psych_21,md_nf_child_psych_20,md_nf_child_psych_19,md_nf_child_psych_18,md_nf_child_psych_15,md_nf_child_psych_10,md_nf_emerg_med_21,md_nf_emerg_med_20,md_nf_emerg_med_19,md_nf_emerg_med_18,md_nf_emerg_med_15,md_nf_emerg_med_10,md_nf_neuro_21,md_nf_neuro_20,md_nf_neuro_19,md_nf_neuro_18,md_nf_neuro_15,md_nf_neuro_10,md_nf_psych_21,md_nf_psych_20,md_nf_psych_19,md_nf_psych_18,md_nf_psych_15,md_nf_psych_10,do_nf_activ_21,do_nf_activ_20,do_nf_activ_19,do_nf_activ_18,do_nf_activ_17,do_nf_activ_16,do_nf_activ_15,do_nf_activ_14,do_nf_activ_13,do_nf_activ_12,do_nf_activ_11,do_nf_activ_10,do_nf_gp_21,do_nf_gp_20,do_nf_gp_19,do_nf_gp_18,do_nf_gp_15,do_nf_gp_10,do_nf_fammed_gen_21,do_nf_fammed_gen_20,do_nf_fammed_gen_19,do_nf_fammed_gen_18,do_nf_fammed_gen_15,do_nf_fammed_gen_10,do_nf_ped_gen_21,do_nf_ped_gen_20,do_nf_ped_gen_19,do_nf_ped_gen_18,do_nf_ped_gen_15,do_nf_ped_gen_10,do_nf_obgyn_gen_21,do_nf_obgyn_gen_20,do_nf_obgyn_gen_19,do_nf_obgyn_gen_18,do_nf_obgyn_gen_15,do_nf_obgyn_gen_10,do_nf_gen_surg_21,do_nf_gen_surg_20,do_nf_gen_surg_19,do_nf_gen_surg_18,do_nf_gen_surg_15,do_nf_gen_surg_10,do_nf_emerg_med_21,do_nf_emerg_med_20,do_nf_emerg_med_19,do_nf_emerg_med_18,do_nf_emerg_med_15,do_nf_emerg_med_10,do_nf_psych_21,do_nf_psych_20,do_nf_psych_19,do_nf_psych_18,do_nf_psych_15,do_nf_psych_10,do_nf_oth_spec_21,do_nf_oth_spec_20,do_nf_oth_spec_19,do_nf_oth_spec_18,do_nf_oth_spec_15,do_nf_oth_spec_10,pa_npi_22,pa_npi_21,pa_npi_20,pa_npi_19,pa_npi_18,pa_npi_17,pa_npi_16,pa_npi_15,pa_npi_14,pa_npi_13,pa_npi_12,pa_npi_11,pa_npi_10,aprn_npi_22,aprn_npi_21,aprn_npi_20,aprn_npi_19,aprn_npi_18,aprn_npi_17,aprn_npi_16,aprn_npi_15,aprn_npi_14,aprn_npi_13,aprn_npi_12,aprn_npi_11,aprn_npi_10,hosp_21,hosp_20,hosp_19,hosp_18,hosp_15,hosp_10,stgh_21,stgh_20,stgh_19,stgh_18,stgh_15,stgh_10,stngh_21,stngh_20,stngh_19,stngh_18,stngh_15,stngh_10,lth_21,lth_20,lth_19,lth_18,lth_15,lth_10,critcl_access_hosp_21,critcl_access_hosp_20,critcl_access_hosp_19,critcl_access_hosp_18,rural_refrrl_ctr_21,rural_refrrl_ctr_20,rural_refrrl_ctr_19,rural_refrrl_ctr_18,stgh_substnc_use_inpat_care_21,stgh_substnc_use_inpat_care_20,stgh_substnc_use_inpat_care_19,stgh_substnc_use_inpat_care_18,stgh_psych_care_21,stgh_psych_care_20,stgh_psych_care_19,stgh_psych_care_18
2021,Knox,13,NA,,0,,7,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,2,,NA,,2,2,2,2,2,2,2,,NA,42,40,37,38,36,39,37,37,37,36,,NA,36,34,31,31,30,33,30,31,31,30,,NA,6,6,6,7,6,6,7,6,6,6,,NA,108,102,99,104,103,110,108,112,108,115,,NA,104,99,95,99,97,104,100,100,97,102,,NA,16,NA,14,15,,NA,0,NA,0,0,,NA,16,NA,14,15,,NA,35,NA,31,33,,NA,0,NA,0,0,NA,NA,3,NA,2,1,,NA,2,NA,0,0,,NA,2,NA,1,1,,NA,16,NA,13,13,,NA,6,NA,6,10,,NA,23,NA,26,25,,NA,6,NA,5,6,,NA,3,NA,5,4,,NA,5,NA,5,4,,NA,34,NA,32,37,,NA,5,NA,4,4,,NA,1,NA,3,3,,NA,11,NA,9,8,,NA,3,NA,4,3,,NA,8,NA,7,6,,NA,17,15,14,14,12,12,13,12,12,11,,NA,0,NA,0,0,,NA,1,NA,2,2,,NA,0,NA,0,0,,NA,1,NA,0,0,,NA,1,NA,1,0,,NA,3,NA,2,1,,NA,0,NA,0,0,,NA,4,NA,2,3,,NA,18,16,14,14,14,13,13,11,11,9,9,,NA,45,42,39,38,38,36,33,29,29,29,24,,NA,1,NA,1,1,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,,NA,0,NA,,NA,0,NA,,NA,1,NA
2021,Lincoln,15,NA,,0,,8,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,2,,NA,,2,2,2,2,2,2,2,,NA,38,39,38,38,38,43,43,42,42,42,,NA,35,36,35,35,34,38,38,37,37,37,,NA,3,3,3,3,4,5,5,5,5,5,,NA,67,66,66,67,63,62,63,63,66,71,,NA,63,63,63,63,61,61,62,62,65,70,,NA,23,NA,23,26,,NA,0,NA,0,1,,NA,23,NA,23,25,,NA,17,NA,18,16,,NA,0,NA,0,0,NA,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,9,NA,9,9,,NA,3,NA,4,4,,NA,12,NA,9,16,,NA,1,NA,1,3,,NA,2,NA,1,2,,NA,1,NA,1,1,,NA,14,NA,13,13,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,8,NA,6,4,,NA,0,NA,0,0,,NA,2,NA,2,5,,NA,7,7,7,7,8,9,11,11,10,11,,NA,0,NA,0,0,,NA,2,NA,3,4,,NA,1,NA,1,1,,NA,0,NA,0,1,,NA,1,NA,0,1,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,1,NA,2,0,,NA,21,21,19,23,22,18,19,17,19,20,21,,NA,38,32,33,26,25,25,24,22,23,19,17,,NA,1,NA,1,2,,NA,1,NA,1,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Oxford,17,NA,,0,,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,38,35,34,34,36,36,34,36,34,33,,NA,25,24,24,24,26,27,25,26,24,24,,NA,13,11,10,10,10,9,9,10,10,9,,NA,56,56,55,53,56,57,49,50,49,52,,NA,56,56,55,52,55,56,49,49,46,48,,NA,14,NA,16,12,,NA,0,NA,1,1,,NA,14,NA,15,11,,NA,15,NA,13,13,,NA,0,NA,0,0,NA,NA,1,NA,1,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,8,NA,8,9,,NA,5,NA,4,4,,NA,14,NA,16,13,,NA,5,NA,8,5,,NA,6,NA,5,6,,NA,1,NA,1,1,,NA,13,NA,10,11,,NA,1,NA,1,0,,NA,0,NA,0,0,,NA,6,NA,3,3,,NA,1,NA,0,0,,NA,0,NA,0,1,,NA,20,18,18,19,16,16,18,18,19,18,,NA,1,NA,1,2,,NA,11,NA,9,9,,NA,1,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,2,NA,2,3,,NA,0,NA,0,0,,NA,1,NA,1,0,,NA,13,14,12,12,10,10,9,9,9,9,9,,NA,45,39,33,39,32,30,27,23,23,16,16,,NA,2,NA,2,2,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Penobscot,19,12620,"Bangor, ME Metro SA",1,Central,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,196,196,196,196,193,201,194,181,178,180,,NA,153,154,155,157,154,164,155,138,133,135,,NA,43,42,41,39,39,37,39,43,45,45,,NA,513,529,539,528,520,535,532,505,494,487,,NA,481,496,507,498,490,497,496,450,443,441,,NA,79,NA,82,73,,NA,0,NA,0,0,,NA,77,NA,79,71,,NA,182,NA,190,171,,NA,2,NA,1,1,NA,NA,14,NA,14,14,,NA,3,NA,4,4,,NA,7,NA,11,8,,NA,68,NA,66,59,,NA,24,NA,30,31,,NA,94,NA,90,83,,NA,27,NA,26,26,,NA,13,NA,14,12,,NA,12,NA,9,8,,NA,146,NA,149,138,,NA,24,NA,31,34,,NA,3,NA,4,4,,NA,32,NA,21,16,,NA,8,NA,12,11,,NA,26,NA,26,23,,NA,79,73,74,79,77,70,70,72,77,78,,NA,0,NA,1,1,,NA,35,NA,35,46,,NA,4,NA,4,4,,NA,1,NA,2,1,,NA,3,NA,2,2,,NA,6,NA,6,3,,NA,2,NA,2,1,,NA,10,NA,11,6,,NA,204,189,175,172,152,138,133,126,113,106,100,,NA,418,381,362,344,334,315,308,291,273,251,239,,NA,6,NA,6,6,,NA,4,NA,4,4,,NA,1,NA,1,1,,NA,1,NA,1,1,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Piscataquis,21,NA,,0,,8,3,0,0,1,0,0,0,0,0,0,0,0,1,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,11,10,11,15,15,16,17,16,16,16,,NA,10,9,10,14,14,14,15,13,14,14,,NA,1,1,1,1,1,2,2,3,2,2,,NA,29,26,28,28,29,30,30,29,29,28,,NA,28,25,27,27,28,29,29,28,29,28,,NA,8,NA,10,10,,NA,0,NA,1,3,,NA,8,NA,9,7,,NA,4,NA,5,4,,NA,0,NA,0,0,NA,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,4,NA,4,3,,NA,0,NA,1,1,,NA,9,NA,10,10,,NA,2,NA,4,3,,NA,2,NA,2,2,,NA,1,NA,1,1,,NA,8,NA,4,4,,NA,2,NA,1,1,,NA,1,NA,0,0,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,3,NA,1,1,,NA,4,4,4,4,3,5,4,5,5,5,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,1,0,,NA,10,9,8,10,10,10,10,11,11,11,13,,NA,17,16,15,12,12,15,13,12,13,12,10,,NA,2,NA,2,2,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Sagadahoc,23,38860,"Portland-South Portland, ME Metro SA",1,Outlying,2,3,0,0,1,0,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,2,,NA,,0,0,0,0,0,0,0,,NA,24,22,23,24,24,24,24,21,24,24,,NA,19,17,18,20,20,20,20,18,21,22,,NA,5,5,5,4,4,4,4,3,3,2,,NA,41,40,41,40,38,39,39,39,37,40,,NA,39,38,38,36,34,35,35,36,34,38,,NA,9,NA,7,8,,NA,1,NA,1,2,,NA,7,NA,6,6,,NA,18,NA,19,19,,NA,0,NA,0,0,NA,NA,1,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,1,2,,NA,10,NA,13,14,,NA,4,NA,3,1,,NA,5,NA,6,5,,NA,1,NA,1,0,,NA,0,NA,0,1,,NA,2,NA,2,2,,NA,9,NA,5,7,,NA,5,NA,3,2,,NA,0,NA,0,2,,NA,2,NA,1,0,,NA,0,NA,0,0,,NA,1,NA,1,3,,NA,7,6,6,5,5,5,5,5,6,4,,NA,0,NA,0,0,,NA,4,NA,3,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,6,6,5,3,4,2,2,2,1,1,1,,NA,20,18,15,11,10,9,7,7,7,6,5,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Somerset,25,NA,,0,,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,27,28,31,32,36,29,40,38,28,42,,NA,22,24,25,27,29,23,30,29,24,32,,NA,5,4,6,5,7,6,10,9,4,10,,NA,49,50,51,56,57,49,58,58,51,60,,NA,45,46,47,52,53,46,54,53,47,55,,NA,16,NA,18,23,,NA,0,NA,0,0,,NA,16,NA,18,22,,NA,13,NA,18,14,,NA,0,NA,0,0,NA,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,2,1,,NA,9,NA,12,11,,NA,2,NA,3,2,,NA,10,NA,10,12,,NA,2,NA,4,4,,NA,1,NA,1,1,,NA,2,NA,0,1,,NA,9,NA,10,8,,NA,4,NA,3,2,,NA,0,NA,0,0,,NA,2,NA,3,2,,NA,0,NA,0,0,,NA,2,NA,1,1,,NA,10,8,12,10,13,11,16,16,8,14,,NA,1,NA,2,2,,NA,4,NA,5,8,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,1,0,,NA,22,22,22,21,16,16,17,17,15,17,16,,NA,28,26,26,20,20,20,18,19,17,15,15,,NA,2,NA,2,2,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Waldo,27,NA,,0,,6,5,0,0,0,0,1,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,2,,NA,,2,2,2,2,2,2,2,,NA,29,29,29,28,28,28,27,28,28,27,,NA,24,25,24,25,25,25,25,25,25,24,,NA,5,4,5,3,3,3,2,3,3,3,,NA,62,62,60,62,60,65,62,66,70,72,,NA,60,60,58,60,57,62,58,63,68,68,,NA,17,NA,18,17,,NA,0,NA,0,0,,NA,17,NA,18,17,,NA,12,NA,13,12,,NA,0,NA,0,0,NA,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,1,,NA,5,NA,5,4,,NA,4,NA,4,4,,NA,9,NA,11,14,,NA,1,NA,3,5,,NA,3,NA,2,3,,NA,1,NA,1,1,,NA,24,NA,18,27,,NA,4,NA,2,4,,NA,3,NA,1,2,,NA,7,NA,7,9,,NA,2,NA,1,1,,NA,3,NA,3,5,,NA,8,7,9,7,6,6,5,8,9,9,,NA,1,NA,1,1,,NA,4,NA,2,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,0,1,,NA,1,NA,1,1,,NA,1,NA,1,2,,NA,16,15,16,15,15,15,13,14,13,15,13,,NA,27,28,25,21,20,18,15,14,16,16,15,,NA,1,NA,1,1,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,Washington,29,NA,,0,,7,0,0,0,0,0,0,1,0,1,0,1,1,0,,NA,2,2,2,2,2,2,2,1,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,1,,NA,15,18,21,19,18,18,19,20,22,20,,NA,12,14,17,15,14,13,14,15,16,14,,NA,3,4,4,4,4,5,5,5,6,6,,NA,33,36,37,35,34,33,32,35,41,39,,NA,31,34,35,33,32,31,30,33,38,37,,NA,8,NA,10,9,,NA,1,NA,1,1,,NA,7,NA,9,8,,NA,7,NA,7,8,,NA,0,NA,0,0,NA,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,2,0,,NA,3,NA,1,5,,NA,1,NA,3,1,,NA,11,NA,8,12,,NA,5,NA,3,5,,NA,2,NA,2,1,,NA,0,NA,0,0,,NA,6,NA,8,9,,NA,2,NA,1,4,,NA,0,NA,0,0,,NA,2,NA,3,1,,NA,0,NA,0,0,,NA,1,NA,1,2,,NA,7,8,8,7,7,8,9,9,10,8,,NA,2,NA,2,2,,NA,1,NA,3,3,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,1,NA,1,1,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,3,NA,1,1,,NA,11,10,12,10,12,14,13,15,13,13,10,,NA,46,37,38,34,33,27,26,24,24,25,27,,NA,2,NA,2,2,,NA,2,NA,2,2,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,2,NA,,NA,0,NA,,NA,0,NA,,NA,0,NA
2021,York,31,38860,"Portland-South Portland, ME Metro SA",1,Central,2,4,0,0,0,1,0,0,0,0,0,0,0,0,,NA,2,2,2,2,2,2,2,2,,NA,2,2,2,2,2,2,2,1,,NA,,2,2,2,2,2,2,2,,NA,152,154,156,163,160,159,156,156,156,152,,NA,99,100,105,109,109,110,108,106,104,104,,NA,53,54,51,54,51,49,48,50,52,48,,NA,264,259,259,262,264,270,269,266,268,271,,NA,250,249,249,251,255,260,260,253,255,258,,NA,51,NA,54,56,,NA,0,NA,0,2,,NA,50,NA,53,53,,NA,86,NA,92,85,,NA,1,NA,1,1,NA,NA,7,NA,6,9,,NA,0,NA,0,0,,NA,1,NA,2,3,,NA,44,NA,44,36,,NA,15,NA,20,19,,NA,47,NA,50,58,,NA,15,NA,11,13,,NA,9,NA,13,15,,NA,6,NA,7,7,,NA,75,NA,67,67,,NA,12,NA,15,14,,NA,4,NA,4,2,,NA,17,NA,14,15,,NA,7,NA,7,5,,NA,12,NA,8,9,,NA,105,109,110,118,119,115,124,113,118,109,,NA,4,NA,5,4,,NA,30,NA,33,33,,NA,9,NA,7,7,,NA,1,NA,1,2,,NA,0,NA,0,0,,NA,9,NA,12,10,,NA,4,NA,5,3,,NA,14,NA,20,15,,NA,69,70,56,48,44,44,41,39,36,34,32,,NA,156,142,141,122,117,125,116,110,96,93,85,,NA,2,NA,2,3,,NA,2,NA,2,3,,NA,0,NA,0,0,,NA,0,NA,0,0,,NA,0,NA,,NA,0,NA,,NA,0,NA,,NA,1,NA
2022,Androscoggin,1,30340,"Lewiston-Auburn, ME Metro SA",1,Central,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,1,,2,,2,2,2,2,2,2,1,,87,92,94,88,91,94,88,91,78,85,93,,64,67,70,64,65,68,63,67,58,66,75,,23,25,24,24,26,26,25,24,20,19,18,,237,245,246,244,245,246,237,239,234,243,259,,206,214,218,215,219,221,215,216,204,215,227,,36,NA,NA,46,54,,1,NA,NA,0,0,,34,NA,NA,45,54,,80,NA,NA,85,80,,0,NA,NA,1,1,NA,6,NA,NA,6,8,,2,NA,NA,2,2,,8,NA,NA,6,5,,25,NA,NA,27,31,,13,NA,NA,12,5,,48,NA,NA,49,45,,22,NA,NA,21,14,,5,NA,NA,5,7,,2,NA,NA,4,4,,56,NA,NA,55,65,,8,NA,NA,9,7,,1,NA,NA,1,5,,24,NA,NA,18,14,,2,NA,NA,2,6,,3,NA,NA,3,6,,45,48,48,51,52,51,50,50,47,46,44,,1,NA,NA,1,2,,18,NA,NA,25,20,,3,NA,NA,3,1,,4,NA,NA,3,2,,1,NA,NA,3,0,,3,NA,NA,1,2,,0,NA,NA,0,0,,5,NA,NA,4,5,,101,100,90,83,79,79,75,71,58,52,45,46,,278,267,269,254,231,216,198,180,171,145,131,116,,2,NA,NA,2,2,,2,NA,NA,2,2,,0,NA,NA,0,0,,0,NA,NA,0,0,,0,NA,NA,,1,NA,NA,,0,NA,NA,,0,NA,NA
2022,Aroostook,3,NA,,0,,7,0,0,0,0,0,0,1,0,0,0,0,1,0,,2,2,2,2,2,2,2,2,1,,2,2,2,2,2,2,2,2,1,,2,,2,2,2,2,2,2,1,,74,76,74,72,64,64,59,62,62,62,64,,66,68,66,64,58,57,53,55,53,53,55,,8,8,8,8,6,7,6,7,9,9,9,,151,153,152,147,135,135,129,137,143,140,139,,141,144,145,144,132,133,127,132,133,130,127,,33,NA,NA,29,33,,3,NA,NA,2,2,,30,NA,NA,27,31,,47,NA,NA,44,33,,0,NA,NA,0,0,NA,1,NA,NA,2,2,,1,NA,NA,0,0,,0,NA,NA,0,0,,24,NA,NA,21,18,,12,NA,NA,10,8,,32,NA,NA,34,36,,7,NA,NA,8,13,,12,NA,NA,12,8,,3,NA,NA,5,4,,32,NA,NA,28,29,,7,NA,NA,2,3,,4,NA,NA,2,3,,7,NA,NA,8,7,,1,NA,NA,1,2,,2,NA,NA,2,2,,13,13,13,13,13,15,14,17,17,15,16,,0,NA,NA,0,0,,6,NA,NA,4,6,,0,NA,NA,1,1,,0,NA,NA,0,1,,0,NA,NA,1,0,,2,NA,NA,3,1,,0,NA,NA,0,0,,3,NA,NA,3,3,,34,30,29,29,29,28,30,27,28,24,24,25,,115,109,97,86,79,77,73,69,67,66,66,60,,4,NA,NA,4,4,,4,NA,NA,4,4,,0,NA,NA,0,0,,0,NA,NA,0,0,,1,NA,NA,,0,NA,NA,,0,NA,NA,,1,NA,NA
